Game;;Result;Moves;Year;Event/Locale;Opening
1894. Kasparov vs Timman;;1-0;36;2000;Corus Group A;C45 Scotch Game
1895. P Nikolic vs Kasparov;;0-1;65;2000;Corus Group A;D76 Neo-Grunfeld, 6.cd Nxd5, 7.O-O Nb6
1896. Kasparov vs Leko;;½-½;34;2000;Corus Group A;B33 Sicilian
1897. Kramnik vs Kasparov;;½-½;37;2000;Corus Group A;D85 Grunfeld
1898. Kasparov vs Polgar;;1-0;44;2000;Corus Group A;B90 Sicilian, Najdorf
1899. Piket vs Kasparov;;1-0;50;2000;KasparovChess GP g/60;A34 English, Symmetrical
1900. Kasparov vs Piket;;½-½;49;2000;KasparovChess GP g/60;C97 Ruy Lopez, Closed, Chigorin
Game;;Result;Moves;Year;Event/Locale;Opening
1901. D Barua vs Kasparov;;0-1;57;2000;KasparovChess GP g/60;B43 Sicilian, Kan, 5.Nc3
1902. Adams vs Kasparov;;½-½;64;2000;KasparovChess GP g/60;B90 Sicilian, Najdorf
1903. Kasparov vs D Barua;;1-0;74;2000;KasparovChess GP g/60;D36 Queen's Gambit Declined, Exchange, Positional line, 6.Qc2
1904. Kasparov vs Shirov;;1-0;52;2000;Linares;C42 Petrov Defense
1905. Khalifman vs Kasparov;;½-½;29;2000;Linares;D97 Grunfeld, Russian
1906. Kasparov vs Kramnik;;½-½;21;2000;Linares;C42 Petrov Defense
1907. Anand vs Kasparov;;0-1;32;2000;Linares;B92 Sicilian, Najdorf, Opocensky Variation
1908. Kasparov vs Leko;;½-½;38;2000;Linares;D97 Grunfeld, Russian
1909. Shirov vs Kasparov;;½-½;36;2000;Linares;B90 Sicilian, Najdorf
1910. Kasparov vs Khalifman;;½-½;55;2000;Linares;C18 French, Winawer
1911. Kramnik vs Kasparov;;½-½;41;2000;Linares;A15 English
1912. Leko vs Kasparov;;½-½;37;2000;Linares;B90 Sicilian, Najdorf
1913. Kasparov vs Anand;;½-½;30;2000;Linares;C42 Petrov Defense
1914. Boris Becker vs Kasparov;;0-1;18;2000;Internet exhibition game;C20 King's Pawn Game
1915. Kasparov vs V Zaks;;½-½;31;2000;Internet Simul;C53 Giuoco Piano
1916. Kasparov vs Samuel Chow;;1-0;46;2000;Internet Simul;A40 Queen's Pawn Game
1917. Kasparov vs A Benbachir;;1-0;37;2000;Internet Simul;D31 Queen's Gambit Declined
1918. Kasparov vs H Olafsson;;1-0;64;2000;Chess@iceland-A;C42 Petrov Defense
1919. Kasparov vs Korchnoi;;½-½;19;2000;Chess@iceland-A;C12 French, McCutcheon
1920. Kasparov vs Petursson;;1-0;23;2000;Chess@iceland-A;B30 Sicilian
1921. Timman vs Kasparov;;0-1;53;2000;Chess@iceland-A;A34 English, Symmetrical
1922. Anand vs Kasparov;;½-½;41;2000;Chess Iceland Rapidplay;B80 Sicilian, Scheveningen
1923. Kasparov vs Anand;;½-½;28;2000;Chess Iceland Rapidplay;C10 French
1924. Kasparov vs Anand;;1-0;37;2000;Chess Iceland Rapidplay;C10 French
1925. Anand vs Kasparov;;0-1;29;2000;Chess Iceland Rapidplay;B80 Sicilian, Scheveningen
Game;;Result;Moves;Year;Event/Locale;Opening
1926. Kasparov vs Wojtkiewicz;;1-0;26;2000;Chess@iceland rap sf1;B80 Sicilian, Scheveningen
1927. Wojtkiewicz vs Kasparov;;½-½;32;2000;Chess@iceland rap sf1;D45 Queen's Gambit Declined Semi-Slav
1928. Kasparov vs Polgar;;1-0;27;2000;HUN Expo Blitz;A49 King's Indian, Fianchetto without c4
1929. Polgar vs Kasparov;;½-½;49;2000;HUN Expo Blitz;C95 Ruy Lopez, Closed, Breyer
1930. Kasparov vs Bacrot;;1-0;39;2000;Sarajevo;C45 Scotch Game
1931. Adams vs Kasparov;;½-½;47;2000;Sarajevo;B90 Sicilian, Najdorf
1932. Kasparov vs M Gurevich;;1-0;53;2000;Sarajevo;C11 French
1933. Topalov vs Kasparov;;½-½;19;2000;Sarajevo;D43 Queen's Gambit Declined Semi-Slav
1934. Kasparov vs I Sokolov;;1-0;26;2000;Sarajevo;C42 Petrov Defense
1935. Short vs Kasparov;;½-½;55;2000;Sarajevo;B95 Sicilian, Najdorf, 6...e6
1936. Kasparov vs Morozevich;;½-½;26;2000;Sarajevo;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
1937. Shirov vs Kasparov;;½-½;27;2000;Sarajevo;B90 Sicilian, Najdorf
1938. Kasparov vs Bareev;;1-0;41;2000;Sarajevo;C11 French
1939. Kasparov vs K Georgiev;;1-0;34;2000;Sarajevo;B90 Sicilian, Najdorf
1940. Movsesian vs Kasparov;;0-1;32;2000;Sarajevo;B80 Sicilian, Scheveningen
1941. Kasparov vs D Baramidze;;½-½;15;2000;Frankfurt sim1;A45 Queen's Pawn Game
1942. Kasparov vs J Beutel;;½-½;23;2000;Frankfurt sim1;C53 Giuoco Piano
1943. Kasparov vs M Busche;;1-0;22;2000;Frankfurt sim1;B50 Sicilian
1944. Kasparov vs A Gypser;;½-½;36;2000;Frankfurt sim1;A13 English
1945. Kasparov vs R Miklos;;1-0;48;2000;Frankfurt sim1;B01 Scandinavian
1946. Kasparov vs F Niebling;;1-0;40;2000;Frankfurt sim1;B31 Sicilian, Rossolimo Variation
1947. Kasparov vs V Rahn;;1-0;45;2000;Frankfurt sim1;B50 Sicilian
1948. Kasparov vs A Ringel;;1-0;37;2000;Frankfurt sim1;B50 Sicilian
1949. Kasparov vs H W Schmitt;;½-½;29;2000;Frankfurt sim1;D30 Queen's Gambit Declined
1950. Kasparov vs M Thiele;;1-0;36;2000;Frankfurt sim1;B01 Scandinavian
Game;;Result;Moves;Year;Event/Locale;Opening
1951. Kasparov vs R Wendt;;½-½;45;2000;Frankfurt sim1;A36 English
1952. Kasparov vs Anand;;½-½;33;2000;Fujitsu Siemens Giants;B32 Sicilian
1953. Leko vs Kasparov;;0-1;48;2000;Fujitsu Siemens Giants;B52 Sicilian, Canal-Sokolsky (Rossolimo) Attack
1954. Kasparov vs Shirov;;1-0;35;2000;Fujitsu Siemens Giants;C11 French
1955. Kramnik vs Kasparov;;½-½;32;2000;Fujitsu Siemens Giants;A15 English
1956. Kasparov vs Morozevich;;½-½;38;2000;Fujitsu Siemens Giants;A10 English
1957. Anand vs Kasparov;;½-½;30;2000;Fujitsu Siemens Giants;B90 Sicilian, Najdorf
1958. Kasparov vs Leko;;0-1;47;2000;Fujitsu Siemens Giants;D97 Grunfeld, Russian
1959. Shirov vs Kasparov;;½-½;19;2000;Fujitsu Siemens Giants;B90 Sicilian, Najdorf
1960. Kasparov vs Kramnik;;½-½;35;2000;Fujitsu Siemens Giants;B33 Sicilian
1961. Morozevich vs Kasparov;;0-1;44;2000;Fujitsu Siemens Giants;A00 Uncommon Opening
1962. Kasparov vs Sting;;1-0;45;2000;Simul, 5b;A00 Uncommon Opening
1963. Kasparov vs Colindo;;1-0;23;2000;Kasparov sim ACE;C05 French, Tarrasch
1964. Kasparov vs Gazet van Antwerpen;;1-0;25;2000;Kasparov sim;C03 French, Tarrasch
1965. Kasparov vs Kramnik;;½-½;25;2000;Kasparov - Kramnik Classical World Championship Match;C67 Ruy Lopez
1966. Kramnik vs Kasparov;;1-0;40;2000;Kasparov - Kramnik Classical World Championship Match;D85 Grunfeld
1967. Kasparov vs Kramnik;;½-½;53;2000;Kasparov - Kramnik Classical World Championship Match;C67 Ruy Lopez
1968. Kramnik vs Kasparov;;½-½;74;2000;Kasparov - Kramnik Classical World Championship Match;D27 Queen's Gambit Accepted, Classical
1969. Kasparov vs Kramnik;;½-½;24;2000;Kasparov - Kramnik Classical World Championship Match;A30 English, Symmetrical
1970. Kramnik vs Kasparov;;½-½;66;2000;Kasparov - Kramnik Classical World Championship Match;D27 Queen's Gambit Accepted, Classical
1971. Kasparov vs Kramnik;;½-½;11;2000;Kasparov - Kramnik Classical World Championship Match;A31 English, Symmetrical, Benoni Formation
1972. Kramnik vs Kasparov;;½-½;38;2000;Kasparov - Kramnik Classical World Championship Match;E32 Nimzo-Indian, Classical
1973. Kasparov vs Kramnik;;½-½;30;2000;Kasparov - Kramnik Classical World Championship Match;C67 Ruy Lopez
1974. Kramnik vs Kasparov;;1-0;25;2000;Kasparov - Kramnik Classical World Championship Match;E53 Nimzo-Indian, 4.e3
1975. Kasparov vs Kramnik;;½-½;41;2000;Kasparov - Kramnik Classical World Championship Match;C78 Ruy Lopez
Game;;Result;Moves;Year;Event/Locale;Opening
1976. Kramnik vs Kasparov;;½-½;33;2000;Kasparov - Kramnik Classical World Championship Match;E55 Nimzo-Indian, 4.e3, Gligoric System, Bronstein Variation
1977. Kasparov vs Kramnik;;½-½;14;2000;Kasparov - Kramnik Classical World Championship Match;C67 Ruy Lopez
1978. Kramnik vs Kasparov;;½-½;57;2000;Kasparov - Kramnik Classical World Championship Match;A15 English
1979. Kasparov vs Kramnik;;½-½;38;2000;Kasparov - Kramnik Classical World Championship Match;E06 Catalan, Closed, 5.Nf3
1980. Tiviakov vs Kasparov;;0-1;53;2001;Corus Group A;B23 Sicilian, Closed
1981. Fedorov vs Kasparov;;0-1;25;2001;Corus Group A;A07 King's Indian Attack
1982. Kasparov vs Anand;;½-½;37;2001;Corus Group A;C78 Ruy Lopez
1983. Ivanchuk vs Kasparov;;½-½;28;2001;Corus Group A;B84 Sicilian, Scheveningen
1984. Kasparov vs Kramnik;;½-½;46;2001;Corus Group A;C67 Ruy Lopez
1985. Morozevich vs Kasparov;;½-½;14;2001;Corus Group A;B52 Sicilian, Canal-Sokolsky (Rossolimo) Attack
1986. Kasparov vs Topalov;;1-0;34;2001;Corus Group A;B80 Sicilian, Scheveningen
1987. Leko vs Kasparov;;½-½;28;2001;Corus Group A;A15 English
1988. Kasparov vs Shirov;;1-0;45;2001;Corus Group A;C42 Petrov Defense
1989. Piket vs Kasparov;;½-½;55;2001;Corus Group A;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1990. Kasparov vs Timman;;1-0;47;2001;Corus Group A;A29 English, Four Knights, Kingside Fianchetto
1991. Van Wely vs Kasparov;;½-½;43;2001;Corus Group A;D37 Queen's Gambit Declined
1992. Kasparov vs Adams;;½-½;27;2001;Corus Group A;E04 Catalan, Open, 5.Nf3
1993. Leko vs Kasparov;;½-½;55;2001;Linares;B97 Sicilian, Najdorf
1994. Kasparov vs Polgar;;½-½;27;2001;Linares;B90 Sicilian, Najdorf
1995. Shirov vs Kasparov;;½-½;48;2001;Linares;B84 Sicilian, Scheveningen
1996. Grischuk vs Kasparov;;0-1;37;2001;Linares;B90 Sicilian, Najdorf
1997. Kasparov vs Karpov;;1-0;31;2001;Linares;B12 Caro-Kann Defense
1998. Kasparov vs Leko;;1-0;31;2001;Linares;C84 Ruy Lopez, Closed
1999. Polgar vs Kasparov;;½-½;35;2001;Linares;B80 Sicilian, Scheveningen
2000. Kasparov vs Shirov;;1-0;38;2001;Linares;C80 Ruy Lopez, Open
Game;;Result;Moves;Year;Event/Locale;Opening
2001. Karpov vs Kasparov;;½-½;36;2001;Linares;D73 Neo-Grunfeld, 5.Nf3
2002. Kasparov vs Grischuk;;1-0;45;2001;Linares;B45 Sicilian, Taimanov
2003. Kasparov vs Bareev;;1-0;41;2001;Cannes World Cup Rapid;C07 French, Tarrasch
2004. Kasparov vs Grischuk;;½-½;48;2001;Cannes World Cup Rapid;B45 Sicilian, Taimanov
2005. C Bauer vs Kasparov;;0-1;44;2001;Cannes World Cup Rapid;B90 Sicilian, Najdorf
2006. Kasparov vs Lautier;;1-0;37;2001;Cannes World Cup Rapid;B47 Sicilian, Taimanov (Bastrikov) Variation
2007. Polgar vs Kasparov;;0-1;50;2001;Cannes World Cup Rapid;B80 Sicilian, Scheveningen
2008. Kasparov vs Svidler;;½-½;48;2001;Cannes World Cup Rapid;B45 Sicilian, Taimanov
2009. Gulko vs Kasparov;;½-½;14;2001;Cannes World Cup Rapid;D97 Grunfeld, Russian
2010. Tkachiev vs Kasparov;;½-½;57;2001;Cannes World Cup Rapid;D71 Neo-Grunfeld
2011. Kasparov vs Tkachiev;;1-0;33;2001;Cannes World Cup Rapid;C84 Ruy Lopez, Closed
2012. Grischuk vs Kasparov;;½-½;20;2001;Cannes World Cup Rapid;B90 Sicilian, Najdorf
2013. Kasparov vs Grischuk;;½-½;58;2001;Cannes World Cup Rapid;B45 Sicilian, Taimanov
2014. Kasparov vs Grischuk;;1-0;43;2001;Cannes World Cup Rapid;C96 Ruy Lopez, Closed
2015. Grischuk vs Kasparov;;0-1;39;2001;Cannes World Cup Rapid;B80 Sicilian, Scheveningen
2016. Bareev vs Kasparov;;½-½;23;2001;Cannes World Cup Rapid;A34 English, Symmetrical
2017. Kasparov vs Bareev;;1-0;44;2001;Cannes World Cup Rapid;C09 French, Tarrasch, Open Variation, Main line
2018. Kasparov vs T Chapman;;½-½;34;2001;Charity Odds Match;000 Chess variants
2019. T Chapman vs Kasparov;;0-1;37;2001;Charity Odds Match;000 Chess variants
2020. T Chapman vs Kasparov;;1-0;37;2001;Charity Odds Match;000 Chess variants
2021. Kasparov vs T Chapman;;1-0;24;2001;Charity Odds Match;000 Chess variants
2022. Short vs Kasparov;;½-½;41;2001;Korchnoi Birthday Gp A;B25 Sicilian, Closed
2023. Kasparov vs Piket;;1-0;31;2001;Korchnoi Birthday Gp A;B30 Sicilian
2024. R Forster vs Kasparov;;0-1;41;2001;Korchnoi Birthday Gp A;B23 Sicilian, Closed
2025. Pelletier vs Kasparov;;0-1;41;2001;Korchnoi Birthday Gp A;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
Game;;Result;Moves;Year;Event/Locale;Opening
2026. Kasparov vs Unzicker;;1-0;26;2001;Korchnoi Birthday Gp A;C45 Scotch Game
2027. Kasparov vs Korchnoi;;1-0;26;2001;Korchnoi Birthday KO;C13 French
2028. Korchnoi vs Kasparov;;½-½;25;2001;Korchnoi Birthday KO;A22 English
2029. Kasparov vs Short;;1-0;24;2001;Korchnoi Birthday KO;C07 French, Tarrasch
2030. Short vs Kasparov;;½-½;26;2001;Korchnoi Birthday KO;B50 Sicilian
2031. Kasparov vs Kramnik;;½-½;27;2001;Korchnoi Birthday KO;C67 Ruy Lopez
2032. Kramnik vs Kasparov;;1-0;36;2001;Korchnoi Birthday KO;D44 Queen's Gambit Declined Semi-Slav
2033. Shirov vs Kasparov;;0-1;37;2001;Astana;B90 Sicilian, Najdorf
2034. Kasparov vs Gelfand;;½-½;41;2001;Astana;C07 French, Tarrasch
2035. Morozevich vs Kasparov;;0-1;57;2001;Astana;B87 Sicilian, Fischer-Sozin with ...a6 and ...b5
2036. Kramnik vs Kasparov;;½-½;30;2001;Astana;D85 Grunfeld
2037. Kasparov vs Sadvakasov;;½-½;43;2001;Astana;A29 English, Four Knights, Kingside Fianchetto
2038. Kasparov vs Shirov;;1-0;35;2001;Astana;C11 French
2039. Gelfand vs Kasparov;;½-½;19;2001;Astana;D91 Grunfeld, 5.Bg5
2040. Kasparov vs Morozevich;;½-½;43;2001;Astana;D17 Queen's Gambit Declined Slav
2041. Sadvakasov vs Kasparov;;½-½;37;2001;Astana;B52 Sicilian, Canal-Sokolsky (Rossolimo) Attack
2042. Kasparov vs Kramnik;;1-0;41;2001;Astana;C67 Ruy Lopez
2043. Kasparov vs Kramnik;;0-1;47;2001;Champions Club Blitz;E12 Queen's Indian
2044. Kramnik vs Kasparov;;½-½;57;2001;Champions Club Blitz;D11 Queen's Gambit Declined Slav
2045. Kasparov vs H K Simonsen;;0-1;52;2001;Simul;A30 English, Symmetrical
2046. J A Nilssen vs Kasparov;;½-½;26;2001;Simul;D47 Queen's Gambit Declined Semi-Slav
2047. Kasparov vs J Rodgaard;;1-0;37;2001;Simul;C07 French, Tarrasch
2048. H Olsen vs Kasparov;;½-½;21;2001;Simul;D15 Queen's Gambit Declined Slav
2049. T Thomsen vs Kasparov;;0-1;24;2001;Simul;D30 Queen's Gambit Declined
2050. Kasparov vs O Simonsen;;1-0;41;2001;Simul;A29 English, Four Knights, Kingside Fianchetto
Game;;Result;Moves;Year;Event/Locale;Opening
2051. Kasparov vs E Nolsoe;;1-0;39;2001;Simul;E32 Nimzo-Indian, Classical
2052. Kasparov vs E Poliviou;;1-0;28;2001;Patras simul Kasparov;D10 Queen's Gambit Declined Slav
2053. Kasparov vs A Pashos;;1-0;31;2001;Patras simul Kasparov;B40 Sicilian
2054. Kasparov vs T Androutselis;;1-0;22;2001;Patras simul Kasparov;E46 Nimzo-Indian
2055. Kasparov vs Vayenas;;1-0;35;2001;Patras simul Kasparov;B46 Sicilian, Taimanov Variation
2056. Kasparov vs O Tsekouras;;1-0;19;2001;Patras simul Kasparov;C53 Giuoco Piano
2057. Kasparov vs I Anagnostopoulos;;1-0;24;2001;Patras sim;A67 Benoni, Taimanov Variation
2058. Kasparov vs H Banikas;;½-½;48;2001;Blitz Match;B30 Sicilian
2059. H Banikas vs Kasparov;;0-1;24;2001;Blitz Match;D12 Queen's Gambit Declined Slav
2060. Kasparov vs H Banikas;;1-0;47;2001;Blitz Match;B40 Sicilian
2061. H Banikas vs Kasparov;;0-1;52;2001;Blitz Match;D11 Queen's Gambit Declined Slav
2062. Kasparov vs H Banikas;;1-0;34;2001;Blitz Match;B40 Sicilian
2063. H Banikas vs Kasparov;;0-1;40;2001;Blitz Match;D13 Queen's Gambit Declined Slav, Exchange Variation
2064. I Rogers vs Kasparov;;0-1;47;2001;EUR-ASIA Rapid Match;A45 Queen's Pawn Game
2065. Kasparov vs I Rogers;;1-0;48;2001;EUR-ASIA Rapid Match;B01 Scandinavian
2066. Kasparov vs T Dao;;1-0;45;2001;EUR-ASIA Rapid Match;C42 Petrov Defense
2067. T Dao vs Kasparov;;0-1;27;2001;EUR-ASIA Rapid Match;E34 Nimzo-Indian, Classical, Noa Variation
2068. Adianto vs Kasparov;;0-1;62;2001;EUR-ASIA Rapid Match;D78 Neo-Grunfeld, 6.O-O c6
2069. Kasparov vs Vladimirov;;1-0;25;2001;EUR-ASIA Rapid Match;C84 Ruy Lopez, Closed
2070. Vladimirov vs Kasparov;;0-1;23;2001;EUR-ASIA Rapid Match;E53 Nimzo-Indian, 4.e3
2071. Kasparov vs Adianto;;½-½;49;2001;EUR-ASIA Rapid Match;D43 Queen's Gambit Declined Semi-Slav
2072. Kasparov vs J Ye;;½-½;25;2001;EUR-ASIA Rapid Match;B43 Sicilian, Kan, 5.Nc3
2073. Kasparov vs Kasimdzhanov;;1-0;70;2001;EUR-ASIA Rapid Match;B32 Sicilian
2074. Kasimdzhanov vs Kasparov;;0-1;29;2001;EUR-ASIA Rapid Match;E00 Queen's Pawn Game
2075. J Ye vs Kasparov;;0-1;41;2001;EUR-ASIA Rapid Match;B92 Sicilian, Najdorf, Opocensky Variation
Game;;Result;Moves;Year;Event/Locale;Opening
2076. Hracek vs Kasparov;;½-½;40;2001;Eurotel Trophy Simul;D10 Queen's Gambit Declined Slav
2077. Kasparov vs V Babula Sr;;1-0;54;2001;Eurotel Trophy Simul;B30 Sicilian
2078. T Oral vs Kasparov;;1-0;74;2001;Eurotel Trophy Simul;B52 Sicilian, Canal-Sokolsky (Rossolimo) Attack
2079. Kasparov vs Movsesian;;1-0;43;2001;Eurotel Trophy Simul;B43 Sicilian, Kan, 5.Nc3
2080. Movsesian vs Kasparov;;½-½;36;2001;Eurotel Trophy Simul;B91 Sicilian, Najdorf, Zagreb (Fianchetto) Variation
2081. Kasparov vs Hracek;;½-½;35;2001;Eurotel Trophy Simul;A30 English, Symmetrical
2082. V Babula Sr vs Kasparov;;0-1;44;2001;Eurotel Trophy Simul;D92 Grunfeld, 5.Bf4
2083. Kasparov vs T Oral;;1-0;36;2001;Eurotel Trophy Simul;A30 English, Symmetrical
2084. Kramnik vs Kasparov;;½-½;18;2001;Botvinnik Mem Match;D27 Queen's Gambit Accepted, Classical
2085. Kasparov vs Kramnik;;½-½;72;2001;Botvinnik Mem Match;B41 Sicilian, Kan
2086. Kramnik vs Kasparov;;½-½;21;2001;Botvinnik Mem Match;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
2087. Kasparov vs Kramnik;;½-½;19;2001;Botvinnik Mem Match;C80 Ruy Lopez, Open
2088. Kramnik vs Kasparov;;0-1;54;2001;Botvinnik Mem Rapid Match;D27 Queen's Gambit Accepted, Classical
2089. Kasparov vs Kramnik;;½-½;30;2001;Botvinnik Mem Rapid Match;E34 Nimzo-Indian, Classical, Noa Variation
2090. Kramnik vs Kasparov;;½-½;62;2001;Botvinnik Mem Rapid Match;D15 Queen's Gambit Declined Slav
2091. Kasparov vs Kramnik;;½-½;42;2001;Botvinnik Mem Rapid Match;A13 English
2092. Kramnik vs Kasparov;;½-½;31;2001;Botvinnik Mem Rapid Match;D02 Queen's Pawn Game
2093. Kasparov vs Kramnik;;0-1;52;2001;Botvinnik Mem Rapid Match;E44 Nimzo-Indian, Fischer Variation, 5.Ne2
2094. Kramnik vs Kasparov;;0-1;55;2001;Botvinnik Mem Blitz Match;E14 Queen's Indian
2095. Kasparov vs Kramnik;;½-½;47;2001;Botvinnik Mem Blitz Match;E12 Queen's Indian
2096. Kramnik vs Kasparov;;½-½;39;2001;Botvinnik Mem Blitz Match;D27 Queen's Gambit Accepted, Classical
2097. Kasparov vs Kramnik;;½-½;24;2001;Botvinnik Mem Blitz Match;D37 Queen's Gambit Declined
2098. Kramnik vs Kasparov;;½-½;31;2001;Botvinnik Mem Blitz Match;D27 Queen's Gambit Accepted, Classical
2099. Kasparov vs Kramnik;;1-0;50;2001;Botvinnik Mem Blitz Match;E39 Nimzo-Indian, Classical, Pirc Variation
2100. Kramnik vs Kasparov;;0-1;34;2001;Botvinnik Mem Blitz Match;D27 Queen's Gambit Accepted, Classical
Game;;Result;Moves;Year;Event/Locale;Opening
2101. Kasparov vs Kramnik;;1-0;31;2001;Botvinnik Mem Blitz Match;E10 Queen's Pawn Game
2102. Kramnik vs Kasparov;;1-0;43;2001;Botvinnik Mem Blitz Match;D27 Queen's Gambit Accepted, Classical
2103. Kasparov vs Kramnik;;½-½;52;2001;Botvinnik Mem Blitz Match;E12 Queen's Indian
2104. F Vallejo Pons vs Kasparov;;½-½;49;2002;Linares;A28 English
2105. Kasparov vs Anand;;½-½;42;2002;Linares;B47 Sicilian, Taimanov (Bastrikov) Variation
2106. Ivanchuk vs Kasparov;;½-½;34;2002;Linares;A04 Reti Opening
2107. Kasparov vs Adams;;1-0;47;2002;Linares;C42 Petrov Defense
2108. Ponomariov vs Kasparov;;½-½;44;2002;Linares;B80 Sicilian, Scheveningen
2109. Kasparov vs Shirov;;½-½;26;2002;Linares;B31 Sicilian, Rossolimo Variation
2110. Kasparov vs F Vallejo Pons;;1-0;50;2002;Linares;B41 Sicilian, Kan
2111. Anand vs Kasparov;;½-½;39;2002;Linares;B90 Sicilian, Najdorf
2112. Kasparov vs Ivanchuk;;½-½;29;2002;Linares;B41 Sicilian, Kan
2113. Adams vs Kasparov;;½-½;34;2002;Linares;B90 Sicilian, Najdorf
2114. Kasparov vs Ponomariov;;1-0;38;2002;Linares;C10 French
2115. Shirov vs Kasparov;;0-1;28;2002;Linares;B33 Sicilian
2116. Kasparov vs G Milos;;1-0;53;2002;Eurotel Trophy;D35 Queen's Gambit Declined
2117. G Milos vs Kasparov;;0-1;52;2002;Eurotel Trophy;C65 Ruy Lopez, Berlin Defense
2118. Polgar vs Kasparov;;0-1;45;2002;Eurotel Trophy;B33 Sicilian
2119. Kasparov vs Polgar;;1-0;51;2002;Eurotel Trophy;B51 Sicilian, Canal-Sokolsky (Rossolimo) Attack
2120. Kasparov vs Ivanchuk;;½-½;36;2002;Eurotel Trophy;B30 Sicilian
2121. Ivanchuk vs Kasparov;;½-½;64;2002;Eurotel Trophy;D15 Queen's Gambit Declined Slav
2122. Ivanchuk vs Kasparov;;½-½;45;2002;Eurotel Trophy;D15 Queen's Gambit Declined Slav
2123. Kasparov vs Ivanchuk;;½-½;45;2002;Eurotel Trophy;C97 Ruy Lopez, Closed, Chigorin
2124. Kasparov vs Ivanchuk;;0-1;36;2002;Eurotel Trophy;C84 Ruy Lopez, Closed
2125. Kasparov vs Ehlvest;;1-0;61;2002;FIDE Moscow Grand Prix;C42 Petrov Defense
Game;;Result;Moves;Year;Event/Locale;Opening
2126. Ehlvest vs Kasparov;;0-1;48;2002;FIDE Moscow Grand Prix;A15 English
2127. Lautier vs Kasparov;;0-1;45;2002;FIDE Moscow Grand Prix;A29 English, Four Knights, Kingside Fianchetto
2128. Kasparov vs Lautier;;1-0;34;2002;FIDE Moscow Grand Prix;B32 Sicilian
2129. Kasparov vs Grischuk;;½-½;39;2002;FIDE Moscow Grand Prix;C84 Ruy Lopez, Closed
2130. Grischuk vs Kasparov;;0-1;58;2002;FIDE Moscow Grand Prix;B30 Sicilian
2131. Khalifman vs Kasparov;;½-½;21;2002;FIDE Moscow Grand Prix;D15 Queen's Gambit Declined Slav
2132. Kasparov vs Khalifman;;½-½;73;2002;FIDE Moscow Grand Prix;C61 Ruy Lopez, Bird's Defense
2133. Khalifman vs Kasparov;;½-½;33;2002;FIDE Moscow Grand Prix;D11 Queen's Gambit Declined Slav
2134. Kasparov vs Khalifman;;1-0;23;2002;FIDE Moscow Grand Prix;C61 Ruy Lopez, Bird's Defense
2135. Kasparov vs Radjabov;;1-0;25;2002;FIDE Moscow Grand Prix;B06 Robatsch
2136. Radjabov vs Kasparov;;½-½;45;2002;FIDE Moscow Grand Prix;D15 Queen's Gambit Declined Slav
2137. Ivanchuk vs Kasparov;;1-0;40;2002;Russia - The Rest of the World;B90 Sicilian, Najdorf
2138. Kasparov vs Leko;;½-½;45;2002;Russia - The Rest of the World;B30 Sicilian
2139. Gelfand vs Kasparov;;½-½;76;2002;Russia - The Rest of the World;D15 Queen's Gambit Declined Slav
2140. Kasparov vs Shirov;;1-0;30;2002;Russia - The Rest of the World;B12 Caro-Kann Defense
2141. Polgar vs Kasparov;;1-0;42;2002;Russia - The Rest of the World;C67 Ruy Lopez
2142. Kasparov vs Short;;½-½;56;2002;Russia - The Rest of the World;B04 Alekhine's Defense, Modern
2143. Kasparov vs Radjabov;;½-½;78;2002;Russia - The Rest of the World;C11 French
2144. V Akopian vs Kasparov;;1-0;25;2002;Russia - The Rest of the World;B30 Sicilian
2145. Kasparov vs Ponomariov;;½-½;27;2002;Russia - The Rest of the World;C96 Ruy Lopez, Closed
2146. Anand vs Kasparov;;½-½;35;2002;Russia - The Rest of the World;B81 Sicilian, Scheveningen, Keres Attack
2147. Kasparov vs A Aleksandrov;;1-0;40;2002;Bled Olympiad;D38 Queen's Gambit Declined, Ragozin Variation
2148. Sasikiran vs Kasparov;;0-1;38;2002;Bled Olympiad;D15 Queen's Gambit Declined Slav
2149. Kasparov vs M Mchedlishvili;;1-0;37;2002;Bled Olympiad;B63 Sicilian, Richter-Rauzer Attack
2150. V Akopian vs Kasparov;;½-½;24;2002;Bled Olympiad;B52 Sicilian, Canal-Sokolsky (Rossolimo) Attack
Game;;Result;Moves;Year;Event/Locale;Opening
2151. Kasparov vs Krasenkow;;1-0;24;2002;Bled Olympiad;C80 Ruy Lopez, Open
2152. Leko vs Kasparov;;½-½;54;2002;Bled Olympiad;B90 Sicilian, Najdorf
2153. Kasparov vs J Ye;;1-0;66;2002;Bled Olympiad;B48 Sicilian, Taimanov Variation
2154. C Lutz vs Kasparov;;0-1;42;2002;Bled Olympiad;B84 Sicilian, Scheveningen
2155. Kasparov vs Gelfand;;½-½;17;2002;Bled Olympiad;C42 Petrov Defense
2156. E Paehtz vs Kasparov;;0-1;36;2002;ZMD Blitz;B43 Sicilian, Kan, 5.Nc3
2157. E Paehtz vs Kasparov;;0-1;34;2002;ZMD Blitz;B42 Sicilian, Kan
