Game;;Result;Moves;Year;Event/Locale;Opening
2930. Karpov vs P Ricardi;;1-0;44;2001;Najdorf Memorial;D35 Queen's Gambit Declined
2931. Karpov vs K Le Quang;;1-0;40;2001;BEL-chT2 0102;E67 King's Indian, Fianchetto
2932. Karpov vs Matamoros Franco;;1-0;24;2001;Spanish Team Championship;A59 Benko Gambit
2933. Cifuentes Parada vs Karpov;;½-½;25;2001;Spanish Team Championship;A13 English
2934. Karpov vs G Giorgadze;;½-½;27;2001;Spanish Team Championship;D38 Queen's Gambit Declined, Ragozin Variation
2935. Karpov vs C Adan Bonilla;;1-0;38;2001;Madrid sim;C42 Petrov Defense
2936. Karpov vs R Arcos;;½-½;25;2001;Madrid sim;E12 Queen's Indian
2937. Karpov vs I B Labarta Gonzalez;;1-0;18;2001;Madrid sim;B31 Sicilian, Rossolimo Variation
2938. Karpov vs A Martinez Gonzalez;;1-0;37;2001;Madrid sim;D38 Queen's Gambit Declined, Ragozin Variation
2939. Karpov vs J C Sanz;;1-0;30;2001;Madrid sim;D45 Queen's Gambit Declined Semi-Slav
2940. P Zhang vs Karpov;;½-½;40;2001;FIDE World Championship Tournament 2001/02;C53 Giuoco Piano
2941. Karpov vs P Zhang;;0-1;22;2001;FIDE World Championship Tournament 2001/02;D10 Queen's Gambit Declined Slav
2942. P Zhang vs Karpov;;1-0;45;2001;FIDE World Championship Tournament 2001/02;C53 Giuoco Piano
2943. Karpov vs P Zhang;;½-½;41;2001;FIDE World Championship Tournament 2001/02;D12 Queen's Gambit Declined Slav
2944. Karpov vs Fressinet;;½-½;66;2002;NAO Masters;D45 Queen's Gambit Declined Semi-Slav
2945. I Nataf vs Karpov;;0-1;27;2002;NAO Masters;B12 Caro-Kann Defense
2946. Karpov vs Bareev;;½-½;23;2002;NAO Masters;D12 Queen's Gambit Declined Slav
2947. Gelfand vs Karpov;;½-½;43;2002;NAO Masters;B12 Caro-Kann Defense
2948. Karpov vs Leko;;1-0;50;2002;NAO Masters;D73 Neo-Grunfeld, 5.Nf3
2949. Karpov vs Lautier;;½-½;47;2002;NAO Masters;E12 Queen's Indian
2950. Topalov vs Karpov;;1-0;75;2002;NAO Masters;B17 Caro-Kann, Steinitz Variation
Game;;Result;Moves;Year;Event/Locale;Opening
2951. Karpov vs Morozevich;;½-½;21;2002;NAO Masters;A10 English
2952. Bacrot vs Karpov;;1-0;68;2002;NAO Masters;E21 Nimzo-Indian, Three Knights
2953. Van Wely vs Karpov;;0-1;83;2002;FIDE GP;A15 English
2954. Karpov vs Van Wely;;1-0;60;2002;FIDE GP;E10 Queen's Pawn Game
2955. Van Wely vs Karpov;;½-½;47;2002;FIDE GP;E12 Queen's Indian
2956. Karpov vs Van Wely;;0-1;35;2002;FIDE GP;E04 Catalan, Open, 5.Nf3
2957. C Zhu vs Karpov;;0-1;26;2002;FIDE GP;E15 Queen's Indian
2958. Karpov vs C Zhu;;1-0;37;2002;FIDE GP;A00 Uncommon Opening
2959. K Georgiev vs Karpov;;1-0;62;2002;FIDE GP;E06 Catalan, Closed, 5.Nf3
2960. Karpov vs K Georgiev;;1-0;50;2002;FIDE GP;D37 Queen's Gambit Declined
2961. K Georgiev vs Karpov;;1-0;43;2002;FIDE GP;E06 Catalan, Closed, 5.Nf3
2962. Karpov vs K Georgiev;;½-½;61;2002;FIDE GP;A54 Old Indian, Ukrainian Variation, 4.Nf3
2963. Karpov vs Topalov;;½-½;31;2002;FIDE GP;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
2964. Topalov vs Karpov;;½-½;30;2002;FIDE GP;E15 Queen's Indian
2965. Karpov vs Topalov;;1-0;31;2002;FIDE GP;A57 Benko Gambit
2966. Topalov vs Karpov;;0-1;29;2002;FIDE GP;B17 Caro-Kann, Steinitz Variation
2967. Azmaiparashvili vs Karpov;;0-1;64;2002;FIDE GP;A07 King's Indian Attack
2968. Karpov vs Azmaiparashvili;;½-½;29;2002;FIDE GP;B06 Robatsch
2969. Karpov vs Short;;1-0;20;2002;Eurotel Trophy;E34 Nimzo-Indian, Classical, Noa Variation
2970. Short vs Karpov;;½-½;45;2002;Eurotel Trophy;C42 Petrov Defense
2971. Kramnik vs Karpov;;½-½;25;2002;Eurotel Trophy;E32 Nimzo-Indian, Classical
2972. Karpov vs Kramnik;;1-0;51;2002;Eurotel Trophy;E15 Queen's Indian
2973. Morozevich vs Karpov;;0-1;97;2002;Eurotel Trophy;C42 Petrov Defense
2974. Karpov vs Morozevich;;½-½;29;2002;Eurotel Trophy;E54 Nimzo-Indian, 4.e3, Gligoric System
2975. Karpov vs Shirov;;½-½;65;2002;Eurotel Trophy;D20 Queen's Gambit Accepted
Game;;Result;Moves;Year;Event/Locale;Opening
2976. Shirov vs Karpov;;½-½;66;2002;Eurotel Trophy;C42 Petrov Defense
2977. Shirov vs Karpov;;0-1;40;2002;Eurotel Trophy;C42 Petrov Defense
2978. Karpov vs Shirov;;1-0;50;2002;Eurotel Trophy;E63 King's Indian, Fianchetto, Panno Variation
2979. Anand vs Karpov;;1-0;59;2002;Eurotel Trophy;C42 Petrov Defense
2980. Karpov vs Anand;;½-½;34;2002;Eurotel Trophy;D45 Queen's Gambit Declined Semi-Slav
2981. Karpov vs Kosteniuk;;1-0;32;2002;Manises Magistral m;D45 Queen's Gambit Declined Semi-Slav
2982. Kosteniuk vs Karpov;;1-0;41;2002;Manises Magistral m;B12 Caro-Kann Defense
2983. Karpov vs Kosteniuk;;1-0;33;2002;Manises Magistral m;D45 Queen's Gambit Declined Semi-Slav
2984. Kosteniuk vs Karpov;;0-1;44;2002;Manises Magistral m;B12 Caro-Kann Defense
2985. Karpov vs Huebner;;½-½;37;2002;WDR Rapid;D10 Queen's Gambit Declined Slav
2986. Huebner vs Karpov;;½-½;31;2002;WDR Rapid;E15 Queen's Indian
2987. Karpov vs Huebner;;0-1;46;2002;WDR Blitz;D12 Queen's Gambit Declined Slav
2988. Karpov vs Smirin;;0-1;48;2002;Russia - The Rest of the World;D78 Neo-Grunfeld, 6.O-O c6
2989. Radjabov vs Karpov;;1-0;35;2002;Russia - The Rest of the World;E12 Queen's Indian
2990. Karpov vs Anand;;½-½;114;2002;Russia - The Rest of the World;D37 Queen's Gambit Declined
2991. Leko vs Karpov;;0-1;55;2002;Russia - The Rest of the World;B17 Caro-Kann, Steinitz Variation
2992. Karpov vs Ivanchuk;;½-½;44;2002;Russia - The Rest of the World;D27 Queen's Gambit Accepted, Classical
2993. Karpov vs Gelfand;;½-½;45;2002;Russia - The Rest of the World;D12 Queen's Gambit Declined Slav
2994. Shirov vs Karpov;;½-½;25;2002;Russia - The Rest of the World;B17 Caro-Kann, Steinitz Variation
2995. Short vs Karpov;;0-1;53;2002;Russia - The Rest of the World;C42 Petrov Defense
2996. Karpov vs Polgar;;1-0;45;2002;Russia - The Rest of the World;D78 Neo-Grunfeld, 6.O-O c6
2997. Karpov vs Milov;;1-0;52;2002;Cap dAgde Chess Festival;D37 Queen's Gambit Declined
2998. I Morovic Fernandez vs Karpov;;½-½;26;2002;Cap dAgde Chess Festival;B18 Caro-Kann, Classical
2999. Karpov vs H Hamdouchi;;1-0;73;2002;Cap dAgde Chess Festival;A40 Queen's Pawn Game
3000. Bareev vs Karpov;;½-½;36;2002;Cap dAgde Chess Festival;E32 Nimzo-Indian, Classical
Game;;Result;Moves;Year;Event/Locale;Opening
3001. Karpov vs Tkachiev;;½-½;16;2002;Cap dAgde Chess Festival;E15 Queen's Indian
3002. Karpov vs Adianto;;½-½;26;2002;Cap dAgde Chess Festival;A58 Benko Gambit
3003. Lautier vs Karpov;;1-0;43;2002;Cap dAgde Chess Festival;D37 Queen's Gambit Declined
3004. Dreev vs Karpov;;0-1;61;2002;Cap dAgde Chess Festival;E12 Queen's Indian
3005. Karpov vs Dreev;;1-0;43;2002;Cap dAgde Chess Festival;A11 English, Caro-Kann Defensive System
3006. Bareev vs Karpov;;½-½;64;2002;Cap dAgde Chess Festival;E32 Nimzo-Indian, Classical
3007. Karpov vs Bareev;;1-0;34;2002;Cap dAgde Chess Festival;D10 Queen's Gambit Declined Slav
3008. Karpov vs Gelfand;;0-1;40;2002;Cap dAgde Chess Festival;A15 English
3009. Gelfand vs Karpov;;1-0;49;2002;Cap dAgde Chess Festival;D25 Queen's Gambit Accepted
3010. Karpov vs Zezulkin;;1-0;70;2002;6th Corsica Masters;D78 Neo-Grunfeld, 6.O-O c6
3011. Zezulkin vs Karpov;;½-½;23;2002;6th Corsica Masters;C21 Center Game
3012. Karpov vs Tkachiev;;1-0;61;2002;6th Corsica Masters;D73 Neo-Grunfeld, 5.Nf3
3013. Tkachiev vs Karpov;;0-1;26;2002;6th Corsica Masters;C43 Petrov, Modern Attack
3014. Karpov vs Shirov;;½-½;41;2002;6th Corsica Masters;D30 Queen's Gambit Declined
3015. Shirov vs Karpov;;0-1;40;2002;6th Corsica Masters;C42 Petrov Defense
3016. Karpov vs Anand;;1-0;57;2002;6th Corsica Masters;E12 Queen's Indian
3017. Anand vs Karpov;;1-0;30;2002;6th Corsica Masters;C42 Petrov Defense
3018. Anand vs Karpov;;½-½;55;2002;6th Corsica Masters;B12 Caro-Kann Defense
3019. Karpov vs Anand;;½-½;18;2002;6th Corsica Masters;D44 Queen's Gambit Declined Semi-Slav
3020. Karpov vs Anand;;0-1;34;2002;6th Corsica Masters;D73 Neo-Grunfeld, 5.Nf3
3021. Anand vs Karpov;;1-0;59;2002;6th Corsica Masters;B42 Sicilian, Kan
3022. Karpov vs P San Segundo Carrillo;;1-0;39;2002;Superstars Hotel Bali;D37 Queen's Gambit Declined
3023. Karpov vs Ponomariov;;½-½;38;2002;Superstars Hotel Bali;D27 Queen's Gambit Accepted, Classical
3024. Karjakin vs Karpov;;½-½;75;2002;Superstars Hotel Bali;C42 Petrov Defense
3025. Shirov vs Karpov;;1-0;44;2002;Superstars Hotel Bali;C42 Petrov Defense
Game;;Result;Moves;Year;Event/Locale;Opening
3026. Karpov vs A Granero Roca;;1-0;44;2002;Superstars Hotel Bali;A35 English, Symmetrical
3027. Karpov vs Polgar;;0-1;73;2002;Superstars Hotel Bali;D32 Queen's Gambit Declined, Tarrasch
3028. D Paunovic vs Karpov;;0-1;70;2002;Superstars Hotel Bali;A15 English
3029. Karpov vs R Vera;;1-0;67;2002;Superstars Hotel Bali;D38 Queen's Gambit Declined, Ragozin Variation
3030. C Amura vs Karpov;;0-1;47;2002;Superstars Hotel Bali;A40 Queen's Pawn Game
3031. Karpov vs Psakhis;;½-½;43;2002;Superstars Hotel Bali;E54 Nimzo-Indian, 4.e3, Gligoric System
3032. B Kurajica vs Karpov;;0-1;45;2002;Superstars Hotel Bali;A46 Queen's Pawn Game
3033. Kasparov vs Karpov;;0-1;47;2002;Rapid Match 25/10;C42 Petrov Defense
3034. Karpov vs Kasparov;;0-1;52;2002;Rapid Match 25/10;D92 Grunfeld, 5.Bf4
3035. Karpov vs Kasparov;;1-0;46;2002;Rapid Match 25/10;D92 Grunfeld, 5.Bf4
3036. Kasparov vs Karpov;;½-½;28;2002;Rapid Match 25/10;C42 Petrov Defense
3037. Karpov vs R Abud;;1-0;33;2003;Sao Paulo sim;D60 Queen's Gambit Declined, Orthodox Defense
3038. Karpov vs P Almeida Jr;;1-0;24;2003;Sao Paulo sim;C65 Ruy Lopez, Berlin Defense
3039. Karpov vs P R Benasse;;1-0;62;2003;Sao Paulo sim;A54 Old Indian, Ukrainian Variation, 4.Nf3
3040. Karpov vs S Boffa;;1-0;23;2003;Sao Paulo sim;B30 Sicilian
3041. Karpov vs M P Carneiro;;1-0;43;2003;Sao Paulo sim;D70 Neo-Grunfeld Defense
3042. Karpov vs G Costa;;1-0;53;2003;Sao Paulo sim;D02 Queen's Pawn Game
3043. Karpov vs C Gomez;;1-0;20;2003;Sao Paulo sim;B29 Sicilian, Nimzovich-Rubinstein
3044. Karpov vs P Haddad Filho;;1-0;59;2003;Sao Paulo sim;D35 Queen's Gambit Declined
3045. Karpov vs A Horiguti;;1-0;55;2003;Sao Paulo sim;E71 King's Indian, Makagonov System (5.h3)
3046. Karpov vs R Jukemura;;1-0;39;2003;Sao Paulo sim;D11 Queen's Gambit Declined Slav
3047. Karpov vs A Klimas;;1-0;40;2003;Sao Paulo sim;A44 Old Benoni Defense
3048. Karpov vs B Malavazzi;;1-0;33;2003;Sao Paulo sim;D30 Queen's Gambit Declined
3049. Karpov vs Joao Moyses Filho;;½-½;47;2003;Sao Paulo sim;D35 Queen's Gambit Declined
3050. Krasenkow vs Karpov;;0-1;29;2003;Corus Group A;E12 Queen's Indian
Game;;Result;Moves;Year;Event/Locale;Opening
3051. Karpov vs Shirov;;½-½;50;2003;Corus Group A;D20 Queen's Gambit Accepted
3052. Grischuk vs Karpov;;½-½;35;2003;Corus Group A;C42 Petrov Defense
3053. Karpov vs Polgar;;0-1;33;2003;Corus Group A;E12 Queen's Indian
3054. Anand vs Karpov;;1-0;44;2003;Corus Group A;B12 Caro-Kann Defense
3055. Karpov vs Radjabov;;½-½;113;2003;Corus Group A;E92 King's Indian
3056. Topalov vs Karpov;;½-½;69;2003;Corus Group A;E20 Nimzo-Indian
3057. Karpov vs Van Wely;;1-0;42;2003;Corus Group A;D73 Neo-Grunfeld, 5.Nf3
3058. Timman vs Karpov;;½-½;24;2003;Corus Group A;C42 Petrov Defense
3059. Bareev vs Karpov;;½-½;60;2003;Corus Group A;E32 Nimzo-Indian, Classical
3060. Karpov vs Ivanchuk;;½-½;39;2003;Corus Group A;D76 Neo-Grunfeld, 6.cd Nxd5, 7.O-O Nb6
3061. Ponomariov vs Karpov;;1-0;76;2003;Corus Group A;C42 Petrov Defense
3062. Karpov vs Kramnik;;½-½;15;2003;Corus Group A;E34 Nimzo-Indian, Classical, Noa Variation
3063. Macieja vs Karpov;;0-1;34;2003;PlusGSM Rapid Match;C45 Scotch Game
3064. Karpov vs Macieja;;1-0;47;2003;PlusGSM Rapid Match;E39 Nimzo-Indian, Classical, Pirc Variation
3065. Karpov vs Macieja;;0-1;44;2003;PlusGSM Rapid Match;E39 Nimzo-Indian, Classical, Pirc Variation
3066. Macieja vs Karpov;;0-1;67;2003;PlusGSM Rapid Match;A28 English
3067. Karpov vs Macieja;;½-½;26;2003;PlusGSM Rapid Match;E15 Queen's Indian
3068. Macieja vs Karpov;;0-1;53;2003;PlusGSM Rapid Match;C36 King's Gambit Accepted, Abbazia Defense
3069. Karpov vs Macieja;;½-½;21;2003;PlusGSM Rapid Match;E39 Nimzo-Indian, Classical, Pirc Variation
3070. Macieja vs Karpov;;0-1;42;2003;PlusGSM Rapid Match;C33 King's Gambit Accepted
3071. Karpov vs W Bartelski;;1-0;40;2003;Simul;D31 Queen's Gambit Declined
3072. Karpov vs T Cymanski;;0-1;55;2003;Simul;B12 Caro-Kann Defense
3073. J Fernandez Garcia vs Karpov;;½-½;35;2003;Basque Country-World Advanced;B01 Scandinavian
3074. Karpov vs J Fernandez Garcia;;½-½;29;2003;Basque Country-World Advanced;A04 Reti Opening
3075. J M Gomez Esteban vs Karpov;;½-½;21;2003;Basque Country-World Blindfold;C10 French
Game;;Result;Moves;Year;Event/Locale;Opening
3076. Karpov vs J M Gomez Esteban;;½-½;17;2003;Basque Country-World Blindfold;D35 Queen's Gambit Declined
3077. F Izeta Txabarri vs Karpov;;0-1;38;2003;Basque Country-World Rapid;A46 Queen's Pawn Game
3078. Karpov vs F Izeta Txabarri;;1-0;44;2003;Basque Country-World Rapid;E11 Bogo-Indian Defense
3079. Karpov vs Korneev;;1-0;68;2003;ESP-chT;D30 Queen's Gambit Declined
3080. J Campos Moreno vs Karpov;;½-½;16;2003;ESP-chT;E20 Nimzo-Indian
3081. M Marin vs Karpov;;0-1;71;2003;ESP-chT;A29 English, Four Knights, Kingside Fianchetto
3082. Karpov vs Illescas Cordoba;;1-0;39;2003;ESP-chT;D78 Neo-Grunfeld, 6.O-O c6
3083. A Kolev vs Karpov;;½-½;26;2003;ESP-chT;C42 Petrov Defense
3084. Karpov vs Khalifman;;½-½;12;2003;ESP-chT;D79 Neo-Grunfeld, 6.O-O, Main line
3085. Karpov vs A Shcherbine;;1-0;30;2003;Buenos Aires sim;A42 Modern Defense, Averbakh System
3086. Karpov vs R Felgaer;;1-0;44;2003;Buenos Aires sim;D12 Queen's Gambit Declined Slav
3087. Karpov vs C Lujan;;½-½;42;2003;Buenos Aires sim;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
3088. Karpov vs L Moreda;;1-0;40;2003;Buenos Aires sim;D12 Queen's Gambit Declined Slav
3089. Karpov vs A C Obregon;;½-½;45;2003;Buenos Aires sim;A31 English, Symmetrical, Benoni Formation
3090. Karpov vs E Real de Azua;;1-0;43;2003;Buenos Aires sim;A12 English with b3
3091. Polgar vs Karpov;;1-0;26;2003;7th Essent;C42 Petrov Defense
3092. I Sokolov vs Karpov;;½-½;46;2003;7th Essent;E32 Nimzo-Indian, Classical
3093. Karpov vs Aronian;;½-½;41;2003;7th Essent;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
3094. Karpov vs Polgar;;½-½;67;2003;7th Essent;E32 Nimzo-Indian, Classical
3095. Aronian vs Karpov;;1-0;32;2003;7th Essent;E38 Nimzo-Indian, Classical, 4...c5
3096. Karpov vs I Sokolov;;½-½;32;2003;7th Essent;D15 Queen's Gambit Declined Slav
3097. Shirov vs Karpov;;½-½;29;2003;Cap D'Agde FRA;C42 Petrov Defense
3098. Karpov vs Leko;;½-½;42;2003;Cap D'Agde FRA;E15 Queen's Indian
3099. Polgar vs Karpov;;1-0;50;2003;Cap D'Agde FRA;C42 Petrov Defense
3100. Karpov vs Lautier;;0-1;44;2003;Cap D'Agde FRA;E15 Queen's Indian
Game;;Result;Moves;Year;Event/Locale;Opening
3101. Svidler vs Karpov;;1-0;33;2003;Cap D'Agde FRA;C49 Four Knights
3102. Grischuk vs Karpov;;½-½;12;2003;Cap D'Agde FRA;C42 Petrov Defense
3103. Karpov vs Anand;;0-1;98;2003;Cap D'Agde FRA;E15 Queen's Indian
3104. Van Wely vs Karpov;;0-1;54;2003;Corsica Masters;E15 Queen's Indian
3105. Karpov vs Van Wely;;½-½;60;2003;Corsica Masters;A49 King's Indian, Fianchetto without c4
3106. Shirov vs Karpov;;1-0;22;2003;Corsica Masters;C42 Petrov Defense
3107. Karpov vs Shirov;;1-0;59;2003;Corsica Masters;D20 Queen's Gambit Accepted
3108. Karpov vs Shirov;;½-½;61;2003;Corsica Masters;D20 Queen's Gambit Accepted
3109. Shirov vs Karpov;;½-½;34;2003;Corsica Masters;C42 Petrov Defense
3110. Shirov vs Karpov;;½-½;36;2003;Corsica Masters;C42 Petrov Defense
3111. Karpov vs Shirov;;0-1;29;2003;Corsica Masters;D30 Queen's Gambit Declined
3112. Karpov vs M A Figueiredo;;1-0;60;2003;Sao Paulo CEU sim;D37 Queen's Gambit Declined
3113. Karpov vs Rodney Lester Abud;;1-0;26;2003;Sao Paulo CXSP sim;A29 English, Four Knights, Kingside Fianchetto
3114. Karpov vs G P Gomez;;1-0;34;2003;Sao Paulo CXSP sim;E71 King's Indian, Makagonov System (5.h3)
3115. Karpov vs L Jukemura;;½-½;23;2003;Sao Paulo CXSP sim;D02 Queen's Pawn Game
3116. Karpov vs M Aparecido Marinho;;½-½;22;2003;Sao Paulo CXSP sim;D34 Queen's Gambit Declined, Tarrasch
3117. Karpov vs C Solis;;1-0;23;2003;Sao Paulo CXSP sim;A35 English, Symmetrical
3118. Karpov vs C Freitas;;0-1;44;2003;Sao Paulo CXSP sim;B18 Caro-Kann, Classical
3119. Karpov vs P Yamamoto;;1-0;33;2003;Sao Paulo CXSP sim;E71 King's Indian, Makagonov System (5.h3)
3120. Shulman vs Karpov;;0-1;61;2003;Lindsborg Inv rap;B12 Caro-Kann Defense
3121. Karpov vs P Charbonneau;;1-0;61;2003;Lindsborg Inv rap;D10 Queen's Gambit Declined Slav
3122. W J Donaldson vs Karpov;;½-½;17;2003;Lindsborg Inv rap;E42 Nimzo-Indian, 4.e3 c5, 5.Ne2 (Rubinstein)
3123. Onischuk vs Karpov;;½-½;24;2003;Lindsborg Inv rap;D20 Queen's Gambit Accepted
3124. Karpov vs I Morovic Fernandez;;½-½;35;2003;Lindsborg Inv rap;D85 Grunfeld
3125. Sadvakasov vs Karpov;;1-0;39;2004;Match;C42 Petrov Defense
Game;;Result;Moves;Year;Event/Locale;Opening
3126. Karpov vs Sadvakasov;;0-1;68;2004;Match;E15 Queen's Indian
3127. Karpov vs H Aldenhoven;;1-0;51;2004;Kamp Lintfort sim;A15 English
3128. Karpov vs H Brandenburg;;½-½;26;2004;Kamp Lintfort sim;B08 Pirc, Classical
3129. Karpov vs Ralf Ciaxz;;1-0;55;2004;Kamp Lintfort sim;A35 English, Symmetrical
3130. Karpov vs J Esser;;½-½;35;2004;Kamp Lintfort sim;E70 King's Indian
3131. Karpov vs W Grube;;1-0;35;2004;Kamp Lintfort sim;E71 King's Indian, Makagonov System (5.h3)
3132. Karpov vs C Guenner;;½-½;33;2004;Kamp Lintfort sim;C18 French, Winawer
3133. Karpov vs G Hagen;;1-0;31;2004;Kamp Lintfort sim;E11 Bogo-Indian Defense
3134. Karpov vs N Hanemann;;1-0;29;2004;Kamp Lintfort sim;B31 Sicilian, Rossolimo Variation
3135. Karpov vs K H Hartmann;;1-0;50;2004;Kamp Lintfort sim;E11 Bogo-Indian Defense
3136. Karpov vs T Kober;;1-0;76;2004;Kamp Lintfort sim;A40 Queen's Pawn Game
3137. Karpov vs J Mewes;;1-0;69;2004;Kamp Lintfort sim;A30 English, Symmetrical
3138. Karpov vs T Munck;;1-0;27;2004;Kamp Lintfort sim;C18 French, Winawer
3139. Karpov vs Konrad Schmidt;;1-0;40;2004;Kamp Lintfort sim;D91 Grunfeld, 5.Bg5
3140. Karpov vs L Stark;;½-½;15;2004;Kamp Lintfort sim;A70 Benoni, Classical with 7.Nf3
3141. Karpov vs H Steinbring;;1-0;49;2004;Kamp Lintfort sim;E71 King's Indian, Makagonov System (5.h3)
3142. Karpov vs S Theis;;1-0;39;2004;Kamp Lintfort sim;B07 Pirc
3143. Karpov vs B Tummes;;1-0;44;2004;Kamp Lintfort sim;D10 Queen's Gambit Declined Slav
3144. Karpov vs J Vasilijev;;1-0;27;2004;Kamp Lintfort sim;A30 English, Symmetrical
3145. Karpov vs Eugen Weiss;;1-0;36;2004;Kamp Lintfort sim;B30 Sicilian
3146. Karpov vs J Westermann;;1-0;75;2004;Kamp Lintfort sim;C84 Ruy Lopez, Closed
3147. Karpov vs R Zahn;;½-½;30;2004;Kamp Lintfort sim;C11 French
3148. Karpov vs P Kegelj;;1-0;17;2004;Kamp Lintfort sim;D35 Queen's Gambit Declined
3149. Karpov vs W Vennhoff;;1-0;35;2004;Kamp Lintfort sim;A41 Queen's Pawn Game (with ...d6)
3150. H Stefansson vs Karpov;;0-1;43;2004;Reykjavik Rapid;B12 Caro-Kann Defense
Game;;Result;Moves;Year;Event/Locale;Opening
3151. Karpov vs Kasparov;;½-½;35;2004;Reykjavik Rapid;D47 Queen's Gambit Declined Semi-Slav
3152. Karpov vs Short;;1-0;31;2004;Reykjavik Rapid;D30 Queen's Gambit Declined
3153. H Stefansson vs Karpov;;1-0;50;2004;Reykjavik Rapid;B17 Caro-Kann, Steinitz Variation
3154. Karpov vs H Stefansson;;1-0;40;2004;Reykjavik Rapid;A22 English
3155. Karpov vs H Stefansson;;1-0;50;2004;Reykjavik Rapid;E32 Nimzo-Indian, Classical
3156. Karpov vs Dreev;;0-1;34;2004;Reykjavik Rapid;B12 Caro-Kann Defense
3157. Dreev vs Karpov;;½-½;71;2004;Reykjavik Rapid;E81 King's Indian, Samisch
3158. G Vescovi vs Karpov;;1-0;22;2004;Sao Paulo Rapid;C10 French
3159. R Leitao vs Karpov;;1-0;45;2004;Sao Paulo Rapid;C42 Petrov Defense
3160. Karpov vs Anand;;½-½;23;2004;Sao Paulo Rapid;E34 Nimzo-Indian, Classical, Noa Variation
3161. Karpov vs I Morovic Fernandez;;½-½;17;2004;Sao Paulo Rapid;B52 Sicilian, Canal-Sokolsky (Rossolimo) Attack
3162. G Milos vs Karpov;;0-1;42;2004;Sao Paulo Rapid;E15 Queen's Indian
3163. Karpov vs G Vescovi;;½-½;42;2004;Sao Paulo Rapid;E34 Nimzo-Indian, Classical, Noa Variation
3164. Karpov vs R Leitao;;½-½;60;2004;Sao Paulo Rapid;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
3165. Anand vs Karpov;;1-0;39;2004;Sao Paulo Rapid;B47 Sicilian, Taimanov (Bastrikov) Variation
3166. Karpov vs G Milos;;½-½;47;2004;Sao Paulo Rapid;A30 English, Symmetrical
3167. I Morovic Fernandez vs Karpov;;½-½;18;2004;Sao Paulo Rapid;A28 English
3168. S Polgar vs Karpov;;½-½;37;2004;Lindsborg m g/25'+5'';D37 Queen's Gambit Declined
3169. Karpov vs S Polgar;;1-0;41;2004;Lindsborg m g/25'+5'';E71 King's Indian, Makagonov System (5.h3)
3170. S Polgar vs Karpov;;½-½;28;2004;Lindsborg m g/5';D27 Queen's Gambit Accepted, Classical
3171. S Polgar vs Karpov;;1-0;29;2004;Lindsborg m g/5';D47 Queen's Gambit Declined Semi-Slav
3172. Flear vs Karpov;;0-1;42;2004;Grand Prix d'Echecs;E32 Nimzo-Indian, Classical
3173. Karpov vs Flear;;½-½;42;2004;Grand Prix d'Echecs;D30 Queen's Gambit Declined
3174. Karpov vs Kazhgaleyev;;1-0;27;2004;Grand Prix d'Echecs;D10 Queen's Gambit Declined Slav
3175. Kazhgaleyev vs Karpov;;½-½;41;2004;Grand Prix d'Echecs;E12 Queen's Indian
Game;;Result;Moves;Year;Event/Locale;Opening
3176. A Istratescu vs Karpov;;½-½;22;2004;Grand Prix d'Echecs;B12 Caro-Kann Defense
3177. Karpov vs A Istratescu;;1-0;63;2004;Grand Prix d'Echecs;E15 Queen's Indian
3178. Karpov vs H Hamdouchi;;1-0;32;2005;Grand Prix d'Echecs de Bordeaux;A70 Benoni, Classical with 7.Nf3
3179. Karpov vs Brodsky;;½-½;25;2005;Keres mem rap;E17 Queen's Indian
3180. Gelfand vs Karpov;;0-1;37;2005;Keres mem rap;B48 Sicilian, Taimanov Variation
3181. Karpov vs Balashov;;½-½;59;2005;Keres mem rap;E11 Bogo-Indian Defense
3182. M Rychagov vs Karpov;;½-½;37;2005;Keres mem rap;B12 Caro-Kann Defense
3183. Karpov vs V Malaniuk;;½-½;22;2005;Keres mem rap;A81 Dutch
3184. V Dobrov vs Karpov;;½-½;36;2005;Keres mem rap;E32 Nimzo-Indian, Classical
3185. Karpov vs Shirov;;0-1;33;2005;Keres mem rap;D11 Queen's Gambit Declined Slav
3186. A Istratescu vs Karpov;;½-½;34;2005;Karpov vs Istratescu Match;D57 Queen's Gambit Declined, Lasker Defense
3187. Karpov vs A Istratescu;;1-0;49;2005;Karpov vs Istratescu Match;E15 Queen's Indian
3188. A Istratescu vs Karpov;;1-0;74;2005;Karpov Istratescu Match;C42 Petrov Defense
3189. Karpov vs A Istratescu;;1-0;64;2005;Karpov Istratescu Match;E15 Queen's Indian
3190. A Istratescu vs Karpov;;0-1;37;2005;Karpov Istratescu Match Rapid;C29 Vienna Gambit
3191. Karpov vs A Istratescu;;1-0;40;2005;Karpov Istratescu Match Rapid;A40 Queen's Pawn Game
3192. A Istratescu vs Karpov;;0-1;28;2005;Karpov Istratescu Match Rapid;B12 Caro-Kann Defense
3193. Karpov vs A Istratescu;;½-½;54;2005;Karpov Istratescu Match Rapid;E71 King's Indian, Makagonov System (5.h3)
3194. Karpov vs Miroshnichenko;;1-0;29;2005;Russian Team Championship;E70 King's Indian
